OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Sentiment,Text,Tokens,Filtered_Tokens,Lemmatized_Tokens,Cleaned_Text
ORD200282,2025-04-22,C30411,Printer,4,637.79,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16,Negative,Printer Gift Card Google FREESHIP,"['Printer', 'Gift', 'Card', 'Google', 'FREESHIP']","['Printer', 'Gift', 'Card', 'Google', 'FREESHIP']","['printer', 'gift', 'card', 'google', 'freeship']",printer gift card google freeship
ORD200283,2025-02-28,C39638,Laptop,4,540.33,990 Main St,Cash,Shipped,TRK69745608,6,unknown,Google,2161.32,Positive,Laptop Cash Google unknown,"['Laptop', 'Cash', 'Google', 'unknown']","['Laptop', 'Cash', 'Google', 'unknown']","['laptop', 'cash', 'google', 'unknown']",laptop cash google unknown
ORD200284,2023-02-16,C27203,Laptop,5,208.17,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1040.85,Negative,Laptop Credit Card Facebook SAVE10,"['Laptop', 'Credit', 'Card', 'Facebook', 'SAVE10']","['Laptop', 'Credit', 'Card', 'Facebook', 'SAVE10']","['laptop', 'credit', 'card', 'facebook', 'save10']",laptop credit card facebook save10
ORD200285,2025-06-10,C67583,Phone,1,338.31,974 Main St,Online,Delivered,TRK93281700,3,unknown,Google,338.31,Positive,Phone Online Google unknown,"['Phone', 'Online', 'Google', 'unknown']","['Phone', 'Online', 'Google', 'unknown']","['phone', 'online', 'google', 'unknown']",phone online google unknown
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418.35,Negative,Monitor Gift Card Google WINTER15,"['Monitor', 'Gift', 'Card', 'Google', 'WINTER15']","['Monitor', 'Gift', 'Card', 'Google', 'WINTER15']","['monitor', 'gift', 'card', 'google', 'winter15']",monitor gift card google winter15
ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,Online,Shipped,TRK26628830,5,unknown,Facebook,2620.72,Positive,Chair Online Facebook unknown,"['Chair', 'Online', 'Facebook', 'unknown']","['Chair', 'Online', 'Facebook', 'unknown']","['chair', 'online', 'facebook', 'unknown']",chair online facebook unknown
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051.0,Negative,Laptop Debit Card Google WINTER15,"['Laptop', 'Debit', 'Card', 'Google', 'WINTER15']","['Laptop', 'Debit', 'Card', 'Google', 'WINTER15']","['laptop', 'debit', 'card', 'google', 'winter15']",laptop debit card google winter15
ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,641.96,Positive,Chair Credit Card Referral WINTER15,"['Chair', 'Credit', 'Card', 'Referral', 'WINTER15']","['Chair', 'Credit', 'Card', 'Referral', 'WINTER15']","['chair', 'credit', 'card', 'referral', 'winter15']",chair credit card referral winter15
ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7,Positive,Chair Cash Facebook FREESHIP,"['Chair', 'Cash', 'Facebook', 'FREESHIP']","['Chair', 'Cash', 'Facebook', 'FREESHIP']","['chair', 'cash', 'facebook', 'freeship']",chair cash facebook freeship
ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690.02,Positive,Phone Credit Card Google FREESHIP,"['Phone', 'Credit', 'Card', 'Google', 'FREESHIP']","['Phone', 'Credit', 'Card', 'Google', 'FREESHIP']","['phone', 'credit', 'card', 'google', 'freeship']",phone credit card google freeship
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,Credit Card,Delivered,TRK31042152,5,unknown,Facebook,65.95,Positive,Monitor Credit Card Facebook unknown,"['Monitor', 'Credit', 'Card', 'Facebook', 'unknown']","['Monitor', 'Credit', 'Card', 'Facebook', 'unknown']","['monitor', 'credit', 'card', 'facebook', 'unknown']",monitor credit card facebook unknown
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,Gift Card,Returned,TRK40450219,9,unknown,Instagram,1852.16,Negative,Tablet Gift Card Instagram unknown,"['Tablet', 'Gift', 'Card', 'Instagram', 'unknown']","['Tablet', 'Gift', 'Card', 'Instagram', 'unknown']","['tablet', 'gift', 'card', 'instagram', 'unknown']",tablet gift card instagram unknown
ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,595.42,Positive,Phone Online Referral SAVE10,"['Phone', 'Online', 'Referral', 'SAVE10']","['Phone', 'Online', 'Referral', 'SAVE10']","['phone', 'online', 'referral', 'save10']",phone online referral save10
ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4,Negative,Printer Debit Card Email FREESHIP,"['Printer', 'Debit', 'Card', 'Email', 'FREESHIP']","['Printer', 'Debit', 'Card', 'Email', 'FREESHIP']","['printer', 'debit', 'card', 'email', 'freeship']",printer debit card email freeship
ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194.0,Negative,Desk Debit Card Referral WINTER15,"['Desk', 'Debit', 'Card', 'Referral', 'WINTER15']","['Desk', 'Debit', 'Card', 'Referral', 'WINTER15']","['desk', 'debit', 'card', 'referral', 'winter15']",desk debit card referral winter15
ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,987.76,Negative,Desk Credit Card Instagram SAVE10,"['Desk', 'Credit', 'Card', 'Instagram', 'SAVE10']","['Desk', 'Credit', 'Card', 'Instagram', 'SAVE10']","['desk', 'credit', 'card', 'instagram', 'save10']",desk credit card instagram save10
ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,Online,Cancelled,TRK97825212,6,unknown,Email,1204.68,Negative,Printer Online Email unknown,"['Printer', 'Online', 'Email', 'unknown']","['Printer', 'Online', 'Email', 'unknown']","['printer', 'online', 'email', 'unknown']",printer online email unknown
ORD200299,2024-01-20,C30711,Monitor,1,278.66,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,278.66,Negative,Monitor Gift Card Instagram FREESHIP,"['Monitor', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['monitor', 'gift', 'card', 'instagram', 'freeship']",monitor gift card instagram freeship
ORD200300,2024-09-02,C39000,Phone,1,287.46,894 Main St,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,287.46,Negative,Phone Debit Card Facebook FREESHIP,"['Phone', 'Debit', 'Card', 'Facebook', 'FREESHIP']","['Phone', 'Debit', 'Card', 'Facebook', 'FREESHIP']","['phone', 'debit', 'card', 'facebook', 'freeship']",phone debit card facebook freeship
ORD200301,2023-05-11,C31105,Chair,1,583.99,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,583.99,Negative,Chair Cash Email SAVE10,"['Chair', 'Cash', 'Email', 'SAVE10']","['Chair', 'Cash', 'Email', 'SAVE10']","['chair', 'cash', 'email', 'save10']",chair cash email save10
ORD200303,2024-12-07,C48531,Tablet,1,30.54,368 Main St,Debit Card,Returned,TRK95462192,1,unknown,Google,30.54,Negative,Tablet Debit Card Google unknown,"['Tablet', 'Debit', 'Card', 'Google', 'unknown']","['Tablet', 'Debit', 'Card', 'Google', 'unknown']","['tablet', 'debit', 'card', 'google', 'unknown']",tablet debit card google unknown
ORD200304,2024-10-18,C86762,Monitor,5,408.73,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,2043.65,Positive,Monitor Gift Card Instagram FREESHIP,"['Monitor', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['monitor', 'gift', 'card', 'instagram', 'freeship']",monitor gift card instagram freeship
ORD200306,2024-06-07,C70495,Printer,2,57.07,238 Main St,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,114.14,Negative,Printer Debit Card Instagram SAVE10,"['Printer', 'Debit', 'Card', 'Instagram', 'SAVE10']","['Printer', 'Debit', 'Card', 'Instagram', 'SAVE10']","['printer', 'debit', 'card', 'instagram', 'save10']",printer debit card instagram save10
ORD200307,2023-07-01,C92407,Laptop,3,557.41,135 Main St,Online,Delivered,TRK11755610,4,unknown,Email,1672.23,Positive,Laptop Online Email unknown,"['Laptop', 'Online', 'Email', 'unknown']","['Laptop', 'Online', 'Email', 'unknown']","['laptop', 'online', 'email', 'unknown']",laptop online email unknown
ORD200308,2023-12-11,C75888,Printer,3,448.9,790 Main St,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,1346.7,Negative,Printer Debit Card Instagram SAVE10,"['Printer', 'Debit', 'Card', 'Instagram', 'SAVE10']","['Printer', 'Debit', 'Card', 'Instagram', 'SAVE10']","['printer', 'debit', 'card', 'instagram', 'save10']",printer debit card instagram save10
ORD200309,2023-10-03,C63153,Chair,4,549.76,625 Main St,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199.04,Positive,Chair Debit Card Facebook FREESHIP,"['Chair', 'Debit', 'Card', 'Facebook', 'FREESHIP']","['Chair', 'Debit', 'Card', 'Facebook', 'FREESHIP']","['chair', 'debit', 'card', 'facebook', 'freeship']",chair debit card facebook freeship
ORD200310,2024-02-24,C85863,Printer,3,132.48,968 Main St,Online,Shipped,TRK16094218,4,unknown,Referral,397.4399999999999,Positive,Printer Online Referral unknown,"['Printer', 'Online', 'Referral', 'unknown']","['Printer', 'Online', 'Referral', 'unknown']","['printer', 'online', 'referral', 'unknown']",printer online referral unknown
ORD200311,2025-05-17,C71698,Desk,5,489.37,274 Main St,Online,Returned,TRK34786818,8,unknown,Instagram,2446.85,Negative,Desk Online Instagram unknown,"['Desk', 'Online', 'Instagram', 'unknown']","['Desk', 'Online', 'Instagram', 'unknown']","['desk', 'online', 'instagram', 'unknown']",desk online instagram unknown
ORD200313,2023-07-09,C67687,Chair,2,434.3,978 Main St,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,868.6,Positive,Chair Cash Instagram SAVE10,"['Chair', 'Cash', 'Instagram', 'SAVE10']","['Chair', 'Cash', 'Instagram', 'SAVE10']","['chair', 'cash', 'instagram', 'save10']",chair cash instagram save10
ORD200314,2023-10-04,C29931,Desk,4,153.09,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,612.36,Positive,Desk Online Referral FREESHIP,"['Desk', 'Online', 'Referral', 'FREESHIP']","['Desk', 'Online', 'Referral', 'FREESHIP']","['desk', 'online', 'referral', 'freeship']",desk online referral freeship
ORD200315,2025-05-12,C59139,Tablet,5,91.67,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458.35,Negative,Tablet Online Email FREESHIP,"['Tablet', 'Online', 'Email', 'FREESHIP']","['Tablet', 'Online', 'Email', 'FREESHIP']","['tablet', 'online', 'email', 'freeship']",tablet online email freeship
ORD200316,2023-10-02,C66078,Desk,4,275.28,101 Main St,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,1101.12,Positive,Desk Gift Card Facebook WINTER15,"['Desk', 'Gift', 'Card', 'Facebook', 'WINTER15']","['Desk', 'Gift', 'Card', 'Facebook', 'WINTER15']","['desk', 'gift', 'card', 'facebook', 'winter15']",desk gift card facebook winter15
ORD200317,2023-04-10,C88370,Monitor,2,139.95,339 Main St,Online,Returned,TRK22575151,5,unknown,Instagram,279.9,Negative,Monitor Online Instagram unknown,"['Monitor', 'Online', 'Instagram', 'unknown']","['Monitor', 'Online', 'Instagram', 'unknown']","['monitor', 'online', 'instagram', 'unknown']",monitor online instagram unknown
ORD200318,2024-07-27,C93375,Chair,3,148.72,317 Main St,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,446.16,Negative,Chair Debit Card Google SAVE10,"['Chair', 'Debit', 'Card', 'Google', 'SAVE10']","['Chair', 'Debit', 'Card', 'Google', 'SAVE10']","['chair', 'debit', 'card', 'google', 'save10']",chair debit card google save10
ORD200319,2023-12-02,C53049,Laptop,2,563.06,413 Main St,Cash,Returned,TRK48974907,6,unknown,Instagram,1126.12,Negative,Laptop Cash Instagram unknown,"['Laptop', 'Cash', 'Instagram', 'unknown']","['Laptop', 'Cash', 'Instagram', 'unknown']","['laptop', 'cash', 'instagram', 'unknown']",laptop cash instagram unknown
ORD200320,2024-12-19,C55590,Printer,1,625.51,772 Main St,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,625.51,Positive,Printer Credit Card Facebook FREESHIP,"['Printer', 'Credit', 'Card', 'Facebook', 'FREESHIP']","['Printer', 'Credit', 'Card', 'Facebook', 'FREESHIP']","['printer', 'credit', 'card', 'facebook', 'freeship']",printer credit card facebook freeship
ORD200321,2023-08-09,C47086,Phone,4,152.29,135 Main St,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,609.16,Negative,Phone Debit Card Google WINTER15,"['Phone', 'Debit', 'Card', 'Google', 'WINTER15']","['Phone', 'Debit', 'Card', 'Google', 'WINTER15']","['phone', 'debit', 'card', 'google', 'winter15']",phone debit card google winter15
ORD200322,2024-06-14,C48646,Phone,5,231.82,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,1159.1,Positive,Phone Debit Card Facebook SAVE10,"['Phone', 'Debit', 'Card', 'Facebook', 'SAVE10']","['Phone', 'Debit', 'Card', 'Facebook', 'SAVE10']","['phone', 'debit', 'card', 'facebook', 'save10']",phone debit card facebook save10
ORD200323,2025-01-26,C29416,Laptop,1,150.17,414 Main St,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,150.17,Negative,Laptop Debit Card Referral SAVE10,"['Laptop', 'Debit', 'Card', 'Referral', 'SAVE10']","['Laptop', 'Debit', 'Card', 'Referral', 'SAVE10']","['laptop', 'debit', 'card', 'referral', 'save10']",laptop debit card referral save10
ORD200324,2024-06-13,C13525,Tablet,3,70.93,847 Main St,Debit Card,Returned,TRK70193221,5,unknown,Referral,212.79,Negative,Tablet Debit Card Referral unknown,"['Tablet', 'Debit', 'Card', 'Referral', 'unknown']","['Tablet', 'Debit', 'Card', 'Referral', 'unknown']","['tablet', 'debit', 'card', 'referral', 'unknown']",tablet debit card referral unknown
ORD200325,2023-06-29,C53545,Desk,3,361.39,665 Main St,Credit Card,Shipped,TRK61123177,8,unknown,Referral,1084.17,Positive,Desk Credit Card Referral unknown,"['Desk', 'Credit', 'Card', 'Referral', 'unknown']","['Desk', 'Credit', 'Card', 'Referral', 'unknown']","['desk', 'credit', 'card', 'referral', 'unknown']",desk credit card referral unknown
ORD200326,2024-07-01,C65986,Laptop,5,670.48,273 Main St,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,3352.4,Negative,Laptop Gift Card Facebook SAVE10,"['Laptop', 'Gift', 'Card', 'Facebook', 'SAVE10']","['Laptop', 'Gift', 'Card', 'Facebook', 'SAVE10']","['laptop', 'gift', 'card', 'facebook', 'save10']",laptop gift card facebook save10
ORD200327,2023-07-25,C17302,Phone,1,359.99,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,359.99,Negative,Phone Gift Card Email SAVE10,"['Phone', 'Gift', 'Card', 'Email', 'SAVE10']","['Phone', 'Gift', 'Card', 'Email', 'SAVE10']","['phone', 'gift', 'card', 'email', 'save10']",phone gift card email save10
ORD200328,2023-02-28,C18404,Tablet,5,674.04,546 Main St,Online,Cancelled,TRK89401624,7,SAVE10,Google,3370.2,Negative,Tablet Online Google SAVE10,"['Tablet', 'Online', 'Google', 'SAVE10']","['Tablet', 'Online', 'Google', 'SAVE10']","['tablet', 'online', 'google', 'save10']",tablet online google save10
ORD200329,2024-12-25,C88371,Chair,4,283.16,306 Main St,Credit Card,Shipped,TRK63224811,6,unknown,Google,1132.64,Positive,Chair Credit Card Google unknown,"['Chair', 'Credit', 'Card', 'Google', 'unknown']","['Chair', 'Credit', 'Card', 'Google', 'unknown']","['chair', 'credit', 'card', 'google', 'unknown']",chair credit card google unknown
ORD200331,2023-04-15,C78724,Printer,3,422.13,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,1266.39,Positive,Printer Online Facebook SAVE10,"['Printer', 'Online', 'Facebook', 'SAVE10']","['Printer', 'Online', 'Facebook', 'SAVE10']","['printer', 'online', 'facebook', 'save10']",printer online facebook save10
ORD200333,2024-04-16,C87124,Phone,1,198.51,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,198.51,Negative,Phone Credit Card Instagram WINTER15,"['Phone', 'Credit', 'Card', 'Instagram', 'WINTER15']","['Phone', 'Credit', 'Card', 'Instagram', 'WINTER15']","['phone', 'credit', 'card', 'instagram', 'winter15']",phone credit card instagram winter15
ORD200334,2024-03-26,C90348,Chair,4,224.75,728 Main St,Online,Delivered,TRK20635777,7,WINTER15,Facebook,899.0,Positive,Chair Online Facebook WINTER15,"['Chair', 'Online', 'Facebook', 'WINTER15']","['Chair', 'Online', 'Facebook', 'WINTER15']","['chair', 'online', 'facebook', 'winter15']",chair online facebook winter15
ORD200335,2025-03-03,C58721,Tablet,3,205.86,978 Main St,Gift Card,Shipped,TRK34801199,4,unknown,Email,617.58,Positive,Tablet Gift Card Email unknown,"['Tablet', 'Gift', 'Card', 'Email', 'unknown']","['Tablet', 'Gift', 'Card', 'Email', 'unknown']","['tablet', 'gift', 'card', 'email', 'unknown']",tablet gift card email unknown
ORD200337,2023-05-29,C77763,Tablet,3,502.77,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508.31,Negative,Tablet Debit Card Email WINTER15,"['Tablet', 'Debit', 'Card', 'Email', 'WINTER15']","['Tablet', 'Debit', 'Card', 'Email', 'WINTER15']","['tablet', 'debit', 'card', 'email', 'winter15']",tablet debit card email winter15
ORD200338,2023-11-08,C53627,Phone,5,305.49,704 Main St,Debit Card,Shipped,TRK64112352,10,unknown,Referral,1527.45,Positive,Phone Debit Card Referral unknown,"['Phone', 'Debit', 'Card', 'Referral', 'unknown']","['Phone', 'Debit', 'Card', 'Referral', 'unknown']","['phone', 'debit', 'card', 'referral', 'unknown']",phone debit card referral unknown
ORD200340,2023-04-23,C76207,Laptop,5,521.25,826 Main St,Cash,Cancelled,TRK25569378,8,unknown,Email,2606.25,Negative,Laptop Cash Email unknown,"['Laptop', 'Cash', 'Email', 'unknown']","['Laptop', 'Cash', 'Email', 'unknown']","['laptop', 'cash', 'email', 'unknown']",laptop cash email unknown
ORD200341,2024-09-23,C94671,Tablet,1,167.15,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167.15,Positive,Tablet Gift Card Email WINTER15,"['Tablet', 'Gift', 'Card', 'Email', 'WINTER15']","['Tablet', 'Gift', 'Card', 'Email', 'WINTER15']","['tablet', 'gift', 'card', 'email', 'winter15']",tablet gift card email winter15
ORD200342,2025-06-24,C69994,Monitor,5,466.42,619 Main St,Gift Card,Returned,TRK95935805,5,unknown,Referral,2332.1,Negative,Monitor Gift Card Referral unknown,"['Monitor', 'Gift', 'Card', 'Referral', 'unknown']","['Monitor', 'Gift', 'Card', 'Referral', 'unknown']","['monitor', 'gift', 'card', 'referral', 'unknown']",monitor gift card referral unknown
ORD200344,2025-03-06,C95623,Tablet,3,623.34,248 Main St,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870.02,Negative,Tablet Online Instagram SAVE10,"['Tablet', 'Online', 'Instagram', 'SAVE10']","['Tablet', 'Online', 'Instagram', 'SAVE10']","['tablet', 'online', 'instagram', 'save10']",tablet online instagram save10
ORD200345,2023-12-07,C24751,Tablet,5,501.26,259 Main St,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,2506.3,Positive,Tablet Gift Card Referral FREESHIP,"['Tablet', 'Gift', 'Card', 'Referral', 'FREESHIP']","['Tablet', 'Gift', 'Card', 'Referral', 'FREESHIP']","['tablet', 'gift', 'card', 'referral', 'freeship']",tablet gift card referral freeship
ORD200348,2024-03-13,C24369,Laptop,3,359.73,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079.19,Negative,Laptop Debit Card Email FREESHIP,"['Laptop', 'Debit', 'Card', 'Email', 'FREESHIP']","['Laptop', 'Debit', 'Card', 'Email', 'FREESHIP']","['laptop', 'debit', 'card', 'email', 'freeship']",laptop debit card email freeship
ORD200349,2023-11-30,C39648,Chair,1,465.33,824 Main St,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,465.33,Positive,Chair Gift Card Google FREESHIP,"['Chair', 'Gift', 'Card', 'Google', 'FREESHIP']","['Chair', 'Gift', 'Card', 'Google', 'FREESHIP']","['chair', 'gift', 'card', 'google', 'freeship']",chair gift card google freeship
ORD200350,2023-06-03,C13296,Chair,2,54.41,495 Main St,Online,Shipped,TRK60127216,6,unknown,Instagram,108.82,Positive,Chair Online Instagram unknown,"['Chair', 'Online', 'Instagram', 'unknown']","['Chair', 'Online', 'Instagram', 'unknown']","['chair', 'online', 'instagram', 'unknown']",chair online instagram unknown
ORD200351,2025-02-15,C94248,Laptop,1,64.66,494 Main St,Debit Card,Delivered,TRK89406816,4,unknown,Instagram,64.66,Positive,Laptop Debit Card Instagram unknown,"['Laptop', 'Debit', 'Card', 'Instagram', 'unknown']","['Laptop', 'Debit', 'Card', 'Instagram', 'unknown']","['laptop', 'debit', 'card', 'instagram', 'unknown']",laptop debit card instagram unknown
ORD200353,2025-03-28,C16012,Tablet,1,630.82,171 Main St,Online,Delivered,TRK15195225,5,FREESHIP,Google,630.82,Positive,Tablet Online Google FREESHIP,"['Tablet', 'Online', 'Google', 'FREESHIP']","['Tablet', 'Online', 'Google', 'FREESHIP']","['tablet', 'online', 'google', 'freeship']",tablet online google freeship
ORD200354,2023-07-11,C31772,Phone,1,693.41,992 Main St,Debit Card,Shipped,TRK11970357,4,unknown,Instagram,693.41,Positive,Phone Debit Card Instagram unknown,"['Phone', 'Debit', 'Card', 'Instagram', 'unknown']","['Phone', 'Debit', 'Card', 'Instagram', 'unknown']","['phone', 'debit', 'card', 'instagram', 'unknown']",phone debit card instagram unknown
ORD200355,2025-06-03,C18353,Tablet,3,433.33,677 Main St,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,1299.99,Negative,Tablet Credit Card Referral FREESHIP,"['Tablet', 'Credit', 'Card', 'Referral', 'FREESHIP']","['Tablet', 'Credit', 'Card', 'Referral', 'FREESHIP']","['tablet', 'credit', 'card', 'referral', 'freeship']",tablet credit card referral freeship
ORD200356,2023-05-06,C26966,Printer,5,374.58,907 Main St,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,1872.9,Negative,Printer Gift Card Instagram FREESHIP,"['Printer', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Printer', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['printer', 'gift', 'card', 'instagram', 'freeship']",printer gift card instagram freeship
ORD200357,2023-07-08,C74982,Laptop,5,408.56,398 Main St,Debit Card,Delivered,TRK98700702,8,FREESHIP,Instagram,2042.8,Positive,Laptop Debit Card Instagram FREESHIP,"['Laptop', 'Debit', 'Card', 'Instagram', 'FREESHIP']","['Laptop', 'Debit', 'Card', 'Instagram', 'FREESHIP']","['laptop', 'debit', 'card', 'instagram', 'freeship']",laptop debit card instagram freeship
ORD200358,2024-04-07,C70633,Tablet,2,183.67,747 Main St,Online,Cancelled,TRK82540521,3,SAVE10,Google,367.34,Negative,Tablet Online Google SAVE10,"['Tablet', 'Online', 'Google', 'SAVE10']","['Tablet', 'Online', 'Google', 'SAVE10']","['tablet', 'online', 'google', 'save10']",tablet online google save10
ORD200359,2023-06-09,C95643,Desk,4,606.57,303 Main St,Debit Card,Delivered,TRK23286689,5,WINTER15,Referral,2426.28,Positive,Desk Debit Card Referral WINTER15,"['Desk', 'Debit', 'Card', 'Referral', 'WINTER15']","['Desk', 'Debit', 'Card', 'Referral', 'WINTER15']","['desk', 'debit', 'card', 'referral', 'winter15']",desk debit card referral winter15
ORD200361,2024-06-29,C53464,Printer,5,659.85,197 Main St,Credit Card,Delivered,TRK32743531,9,SAVE10,Facebook,3299.25,Positive,Printer Credit Card Facebook SAVE10,"['Printer', 'Credit', 'Card', 'Facebook', 'SAVE10']","['Printer', 'Credit', 'Card', 'Facebook', 'SAVE10']","['printer', 'credit', 'card', 'facebook', 'save10']",printer credit card facebook save10
ORD200362,2023-06-27,C53697,Monitor,4,206.84,312 Main St,Cash,Cancelled,TRK60476656,5,WINTER15,Instagram,827.36,Negative,Monitor Cash Instagram WINTER15,"['Monitor', 'Cash', 'Instagram', 'WINTER15']","['Monitor', 'Cash', 'Instagram', 'WINTER15']","['monitor', 'cash', 'instagram', 'winter15']",monitor cash instagram winter15
ORD200364,2023-11-24,C85282,Phone,5,628.74,740 Main St,Cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,3143.7,Negative,Phone Cash Facebook FREESHIP,"['Phone', 'Cash', 'Facebook', 'FREESHIP']","['Phone', 'Cash', 'Facebook', 'FREESHIP']","['phone', 'cash', 'facebook', 'freeship']",phone cash facebook freeship
ORD200365,2025-02-14,C56796,Phone,1,678.38,607 Main St,Credit Card,Cancelled,TRK74263180,4,SAVE10,Referral,678.38,Negative,Phone Credit Card Referral SAVE10,"['Phone', 'Credit', 'Card', 'Referral', 'SAVE10']","['Phone', 'Credit', 'Card', 'Referral', 'SAVE10']","['phone', 'credit', 'card', 'referral', 'save10']",phone credit card referral save10
ORD200368,2023-05-01,C85322,Monitor,3,271.02,403 Main St,Credit Card,Cancelled,TRK89728869,6,unknown,Google,813.06,Negative,Monitor Credit Card Google unknown,"['Monitor', 'Credit', 'Card', 'Google', 'unknown']","['Monitor', 'Credit', 'Card', 'Google', 'unknown']","['monitor', 'credit', 'card', 'google', 'unknown']",monitor credit card google unknown
ORD200370,2025-05-03,C80649,Phone,1,312.11,870 Main St,Online,Cancelled,TRK41143313,4,WINTER15,Facebook,312.11,Negative,Phone Online Facebook WINTER15,"['Phone', 'Online', 'Facebook', 'WINTER15']","['Phone', 'Online', 'Facebook', 'WINTER15']","['phone', 'online', 'facebook', 'winter15']",phone online facebook winter15
ORD200372,2025-02-14,C53645,Chair,3,483.53,166 Main St,Cash,Returned,TRK12123939,4,unknown,Referral,1450.59,Negative,Chair Cash Referral unknown,"['Chair', 'Cash', 'Referral', 'unknown']","['Chair', 'Cash', 'Referral', 'unknown']","['chair', 'cash', 'referral', 'unknown']",chair cash referral unknown
ORD200375,2025-01-16,C87547,Monitor,4,95.03,400 Main St,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,380.12,Positive,Monitor Online Facebook FREESHIP,"['Monitor', 'Online', 'Facebook', 'FREESHIP']","['Monitor', 'Online', 'Facebook', 'FREESHIP']","['monitor', 'online', 'facebook', 'freeship']",monitor online facebook freeship
ORD200379,2024-09-21,C47284,Phone,3,297.67,500 Main St,Online,Shipped,TRK85756094,6,unknown,Google,893.01,Positive,Phone Online Google unknown,"['Phone', 'Online', 'Google', 'unknown']","['Phone', 'Online', 'Google', 'unknown']","['phone', 'online', 'google', 'unknown']",phone online google unknown
ORD200381,2023-06-07,C29467,Chair,1,191.76,223 Main St,Credit Card,Returned,TRK98103385,1,FREESHIP,Instagram,191.76,Negative,Chair Credit Card Instagram FREESHIP,"['Chair', 'Credit', 'Card', 'Instagram', 'FREESHIP']","['Chair', 'Credit', 'Card', 'Instagram', 'FREESHIP']","['chair', 'credit', 'card', 'instagram', 'freeship']",chair credit card instagram freeship
